"code";"label"
"SibQckRef";"Sibley Music Library"
"SibRare";"Sibley Music Library"
"SibRareRef";"Sibley Music Library"
"SibRareFol";"Sibley Music Library"
"SibRecrd";"Sibley Music Library"
"SibRef";"Sibley Music Library"
"SibReform";"Sibley Music Library"
"SibReplace";"Sibley Music Library"
"SibReserve";"Sibley Music Library"
"SibResDesk";"Sibley Music Library"
"SibRstrctd";"Sibley Music Library"
"SibFolioRC";"Sibley Music Library"
"SibMinScRC";"Sibley Music Library"
"SibScoThes";"Sibley Music Library"
"SibSer";"Sibley Music Library"
"SibStack";"Sibley Music Library"
"SibStaffRm";"Sibley Music Library"
"SibRareRef";"Sibley Music Rare Books"
"SibRare";"Sibley Music Rare Books"
"SibRareFol";"Sibley Music Rare Books"
"DivReform";"Swasey Library CRCDS"
"DivStorag";"Swasey Library CRCDS"
"DivRepair";"Swasey Library CRCDS"
"DivRes";"Swasey Library CRCDS"
"DivSer";"Swasey Library CRCDS"
"DivSlid";"Swasey Library CRCDS"
"DivTSOff";"Swasey Library CRCDS"
"DivVHS";"Swasey Library CRCDS"
"DivTape";"Swasey Library CRCDS"
"DivAcq";"Swasey Library CRCDS"
"DivArchiv";"Swasey Library CRCDS"
"DivAudioCD";"Swasey Library CRCDS"
"DivBind";"Swasey Library CRCDS"
"DivCat";"Swasey Library CRCDS"
"Div Circ";"Swasey Library CRCDS"
"DivCircOff";"Swasey Library CRCDS"
"DivSpColl";"Swasey Library CRCDS"
"DivSpColF";"Swasey Library CRCDS"
"DivRareOf";"Swasey Library CRCDS"
"DivSBIRare";"Swasey Library CRCDS"
"DivSBIRfol";"Swasey Library CRCDS"
"DivSpCoXF";"Swasey Library CRCDS"
"DivColl";"Swasey Library CRCDS"
"DivComp";"Swasey Library CRCDS"
"DivPerCur";"Swasey Library CRCDS"
"DivDirOff";"Swasey Library CRCDS"
"DivGame";"Swasey Library CRCDS"
"DivKit";"Swasey Library CRCDS"
"DivFlmSt";"Swasey Library CRCDS"
"DivThesis";"Swasey Library CRCDS"
"DivIncSer";"Swasey Library CRCDS"
"DivINet";"Swasey Library CRCDS"
"DivLP";"Swasey Library CRCDS"
"DivMap";"Swasey Library CRCDS"
"DivMedia";"Swasey Library CRCDS"
"DivReadRm";"Swasey Library CRCDS"
"DivRefOff";"Swasey Library CRCDS"
"RBOffsite";"UR Library Annex"
"RemTemB";"UR Library Annex"
"Offsite3";"UR Library Annex"
"OffsiteFol";"UR Library Annex"
"OffsiteSS";"UR Library Annex"
"Offsite1";"UR Library Annex"
"OffsiteFo2";"UR Library Annex"
"OffsiteGov";"UR Library Annex"
"MAGOffsite";"UR Library Annex"
"OffsiteSta";"UR Library Annex"
"Div Folio";"UR Library Annex"
"DivXFolio";"UR Library Annex"
"Remote";"UR Library Annex"
"RemTem400m";"UR Library Annex"
"RemTem500m";"UR Library Annex"
"RemTemA";"UR Library Annex"
"Offsite2";"UR Library Annex"
"Div Cass";"UR Library Annex"
"OffsideGv2";"UR Library Annex"
"RBOffDiss2";"UR Library Annex"
"CancerCtr";"Wilmot Cancer Center Patient Resource Library"
"StBResDesk";"St. Bernard's Institute"
